high,low,open,close,first_volume,second_volume
7.84552693,7.58,7.84552692,7.58,3399.822744,441.4529322
7.68604721,7.58,7.58,7.66001257,1867.434135,245.4159363
7.72,7.62232797,7.66001258,7.72,1711.686486,222.5943634
7.72999954,7.58000001,7.65791056,7.58000001,686.8423989,89.0060081
7.67134977,7.56390502,7.67134977,7.60717569,378.4560391,50.01513413
7.68899725,7.60610695,7.64052544,7.60610697,14.8066113,1.93746324
7.61859284,7.563,7.60610696,7.563,2619.902924,345.9697738
7.61232014,7.54527147,7.56136671,7.59749805,177.9689472,23.51911442
7.59035665,7.551,7.55100001,7.55100001,14.3159525,1.8956346
7.6,7.54527148,7.55100001,7.59999994,9960.929214,1310.657728
7.6,7.54527155,7.59999995,7.6,172.6903271,22.77645227
7.6,7.55819999,7.59999999,7.55967303,224.2655122,29.5333828
7.6,7.54663498,7.55820005,7.6,99.80118094,13.19273486
7.68513251,7.52356149,7.54750003,7.52356149,1765.788747,232.9862475
7.56541938,7.42838874,7.55325562,7.56541938,16422.30739,2186.501976
7.56918681,7.41663998,7.56541938,7.52450001,2017.77006,268.5948854
7.55021892,7.416639,7.4980836,7.42538225,963.4586501,129.1468839
7.58269581,7.42538224,7.42538224,7.56445737,1105.157583,147.4453259
7.56302948,7.43820001,7.49565579,7.43820002,1183.500103,158.365804
7.61,7.4327494,7.43820002,7.56132439,3585.304453,471.8032589
7.5991466,7.45,7.56132442,7.45,138.1824328,18.34984021
7.56132448,7.45,7.45000002,7.52999982,911.5413602,121.9150662
7.52876438,7.45,7.47132441,7.48147684,492.9119675,65.96005058
7.56132448,7.46101017,7.46101017,7.56,36.6484272,4.87010935
7.6029117,7.50863878,7.55499999,7.57352679,1214.310734,160.597404
7.57352672,7.51,7.51000002,7.57,14.72156296,1.95602401
7.59586184,7.50863878,7.55997915,7.50863878,1047.600479,139.421117
7.54074981,7.496,7.51000001,7.50002223,1121.441875,149.540357
7.6029117,7.53,7.56129859,7.53000097,156.7273497,20.75500811
7.6057487,7.53222222,7.53222222,7.54766667,524.9955479,69.54466593
7.60574866,7.548,7.54800001,7.60574863,231.9931276,30.71471242
7.8,7.60574862,7.60574862,7.75753922,1638.409803,211.9778967
7.77074688,7.65453613,7.75753921,7.7596504,1127.396598,145.6306132
7.79,7.72724469,7.72724469,7.72990747,3132.112822,403.8850407
7.72990747,7.69136554,7.72990747,7.72990747,79.77735029,10.3317071
7.77454269,7.70591081,7.72990747,7.706,517.3578137,67.10318361
7.75374542,7.69544589,7.706,7.69544589,862.9484203,112.0154283
7.67784287,7.61954821,7.65846809,7.66097571,18.0822966,2.36307561
7.67784287,7.65642323,7.67784287,7.67599998,1017.809648,132.9109644
7.6969999,7.65642323,7.67599996,7.65642323,825.4308632,107.783685
7.68987657,7.65644397,7.68987132,7.65645014,104.1078967,13.59182342
7.68022107,7.65642323,7.65644982,7.68022106,382.2321,49.88244447
7.68022107,7.65642323,7.65642324,7.68022106,487.675523,63.6250283
7.669,7.61599996,7.65642323,7.61599996,4072.85113,531.8231309
7.68022107,7.58,7.61599996,7.62189872,384.1563886,50.30381753
7.68022106,7.60345574,7.63487016,7.65285795,252.0082554,32.93227471
7.66551851,7.55,7.63390475,7.55,727.3316924,95.75169179
7.57372452,7.5001,7.55,7.57372163,577.7653571,76.50977434
7.59621195,7.5001,7.5001,7.51087208,135.6772111,18.02621099
7.573721,7.51087208,7.51100001,7.511,171.8795614,22.77364258
7.573721,7.5,7.51100002,7.50000002,4405.203719,583.5472866
7.573721,7.48851598,7.56473178,7.573721,1642.544239,218.8596501
7.57,7.50641272,7.5073982,7.53715085,1308.363741,173.6479757
7.573721,7.46803219,7.56899997,7.56,675.6411276,90.07114246
7.56,7.4786681,7.49656543,7.48440108,235.4725945,31.43172468
7.57444087,7.47482817,7.55999998,7.57444086,301.8161102,39.94461018
7.75,7.54000002,7.57444087,7.67060437,8324.184145,1085.377013
7.65309963,7.52448524,7.65309962,7.59417563,338.5006709,44.59275259
7.63650576,7.54886117,7.59417563,7.54888888,1178.823654,155.6348588
7.63495502,7.5393939,7.54888888,7.62586892,207.2756668,27.32118755
7.62184695,7.52684007,7.57039564,7.53130123,5180.581032,687.9297871
7.57,7.53,7.55,7.57,5421.667034,719.9174988
7.55044281,7.49111111,7.55,7.49111111,11204.29381,1490.293637
7.55352092,7.49111111,7.49111112,7.49111112,1774.699746,236.5742031
7.56030925,7.47969949,7.51702742,7.5441999,4915.778171,656.2580125
7.55502454,7.43585747,7.54419891,7.44,1652.388036,221.5513755
7.50165454,7.4,7.44,7.45244086,1819.319331,244.5532286
7.49999995,7.25000002,7.49999995,7.25000002,2161.013513,294.1526477
7.30000001,7.112,7.25000002,7.24673672,11740.8686,1619.350356
7.224,7.11200001,7.2,7.13799994,1653.386966,231.0989377
7.20893039,7.12000001,7.14,7.20892993,458.9481274,64.26866731
7.23159999,7.1301,7.20892935,7.2279759,5925.940564,821.9465269
7.24781774,7.147,7.22753197,7.15700001,1732.066482,241.8979683
7.32130782,7.13000005,7.20043429,7.27,4468.678837,620.4047544
7.34745,7.18000054,7.27,7.20000011,2575.419694,354.8465767
7.27967374,7.17465625,7.2,7.17465625,1888.175882,262.3014329
7.22355674,7.12000001,7.18000001,7.18265601,1928.705179,269.7068309
7.22000001,7.13663997,7.19496048,7.21364728,653.6644324,90.91203626
7.3123208,7.01000001,7.19056384,7.01000001,6311.867865,886.5541601
7.22129065,7.01,7.01000001,7.09999996,4513.372839,639.3014789
7.2802,7.07,7.09999995,7.24291819,1668.469589,232.7086404
7.31784979,7.229,7.24291818,7.29061235,2053.122557,281.2187623
7.29561865,7.2151814,7.26816548,7.2151814,1442.064467,198.6076854
7.3,7.21466527,7.2151814,7.26843667,1422.780851,195.4843577
7.28601011,7.2075301,7.26843666,7.26928833,745.3719475,102.8598007
7.27877064,7.20753011,7.26928833,7.23237029,5990.230885,823.9136912
7.305,7.20753011,7.21000002,7.24729435,611.982709,84.6944377
7.27,7.2075301,7.24729438,7.26999657,436.5322,60.22226708
7.26191697,7.19,7.21688686,7.19000158,369.6092046,51.3353322
7.26442245,7.17692488,7.19000158,7.17693377,90.15180562,12.53061766
7.22999995,7.14779931,7.22539983,7.22999994,240.2553186,33.48229393
7.27239827,7.17582914,7.22999994,7.19,122.0060887,16.8840972
7.25928847,7.15,7.19,7.15,1182.76805,164.8205011
7.20033359,7.13101707,7.1477993,7.13179246,727.614753,101.7374675
7.20858142,7.07546577,7.13106639,7.16088865,208.5081492,29.19114447
7.19,7.07546577,7.13079819,7.11204647,2705.214697,381.4458821
7.1910629,7.11204647,7.11204647,7.152,473.6408104,66.20218234
7.28650311,7.15200034,7.1910629,7.26821635,2393.42677,331.4309501
7.28,7.152,7.26821591,7.152,476.4654075,65.58255091
7.24498862,7.131,7.2043693,7.14,880.5668434,122.2260451
7.25099998,7.1816814,7.23707714,7.19000035,238.6362843,33.15237084
7.251,7.14,7.25099999,7.22375922,133.4501225,18.44776249
7.251,7.14,7.22375921,7.20723133,323.8949335,45.28586864
7.20723146,7.14723141,7.14723141,7.14723141,202.3199251,28.11937939
7.20723146,7.14723141,7.2016371,7.20723146,55.46906848,7.72949417
7.251,7.15723816,7.15723816,7.20516475,515.785518,71.17852122
7.28248276,7.188,7.251,7.188,1709.35467,236.8480401
7.283,7.1871912,7.23584066,7.1888888,387.3087777,53.86825646
7.276,7.2,7.27599998,7.2,2849.293965,391.7253049
7.236,7.2,7.2,7.236,93.99080197,13.04135695
7.28908774,7.2,7.2,7.23439465,1751.507296,242.3493942
7.34398705,7.23393033,7.28908772,7.32195508,1102.675755,150.2657131
7.33999999,7.28,7.28341847,7.33999999,45.64202548,6.26597059
7.34,7.22895435,7.34,7.29999888,339.0526209,46.51591672
7.304,7.21,7.24620535,7.21,252.1705163,34.76228595
7.277,7.22825075,7.277,7.24751939,33.58115224,4.62357237
7.292,7.21,7.23701061,7.23592288,546.0256449,75.60616152
7.31827992,7.23592519,7.23592519,7.23592534,248.7982338,34.2489557
7.312,7.24,7.24,7.31171013,97.97732456,13.45038399
7.3449,7.2700003,7.31957999,7.28000002,797.2661071,108.7226927
7.34489997,7.28000148,7.28000148,7.34,422.1235722,57.51993524
7.34999999,7.30369402,7.34,7.30369402,1597.651716,217.5909603
7.40849354,7.28442306,7.30369402,7.4084935,3358.749668,454.8255359
7.38199998,7.31121248,7.31121248,7.31121248,83.04499956,11.31778444
7.371,7.31121248,7.31121248,7.371,57.06695286,7.79769433
7.38338539,7.31121697,7.31121697,7.34,85.9703087,11.700615
7.36288798,7.3,7.34,7.3,1871.184637,255.8356539
7.35,7.28100192,7.29189318,7.30864376,270.3950461,36.98466467
7.349,7.317,7.34,7.317,524.8759063,71.50624152
7.369,7.28100191,7.36315561,7.28100191,173.3151132,23.73099018
7.33938784,7.28100502,7.33938782,7.28619745,80.40254479,11.03542079
7.36791579,7.29701621,7.36791579,7.29702524,3020.750147,409.9880901
7.34,7.2857092,7.32937089,7.29,187.3842738,25.55015827
7.36499999,7.29,7.35999999,7.29,182.6209531,24.9026628
7.33999999,7.27190966,7.33999999,7.27190966,409.3626111,55.83457685
7.27190967,7.27190966,7.27190967,7.27190966,142.5227405,19.59908015
7.32865176,7.27199,7.27200002,7.32859999,141.7931522,19.48991798
7.3375913,7.25407257,7.27199,7.25407257,190.6163072,26.2095946
7.33141993,7.25000005,7.25407257,7.2503772,95.52312184,13.05211164
7.33214645,7.25038444,7.25038444,7.27082528,1634.71787,222.9750727
7.35003725,7.25000007,7.35003725,7.25000007,7.82764723,1.07642188
7.33079797,7.25,7.28087128,7.25,2146.729449,296.0877517
7.27584765,7.23712236,7.25,7.23712236,708.1217411,97.67010283
7.27427176,7.22811721,7.23712238,7.22811721,313.7014297,43.34110553
7.2592302,7.21015366,7.24465794,7.21015366,844.3957289,117.0503992
7.28468754,7.21000001,7.22000074,7.21000001,8.37533043,1.15693937
7.30906395,7.23486049,7.24885602,7.23496126,418.6423796,57.75412391
7.31652182,7.25000001,7.31265016,7.25000002,141.0119341,19.38082764
7.31061305,7.21,7.25000002,7.21,127.0400734,17.46363354
7.28375863,7.21000001,7.22230532,7.28375862,6893.108963,946.5568976
7.27196688,7.21000013,7.25000001,7.24873121,84.10559736,11.62259039
7.29999767,7.21577082,7.28970677,7.28672619,22.38037846,3.08998113
7.28582236,7.21577367,7.21577367,7.25183619,10.0440296,1.39099482
7.3,7.22179245,7.28483127,7.22179429,63.78546385,8.80342925
7.2215639,7.22155965,7.22155965,7.2215639,21.96168922,3.0411265
7.31,7.22156499,7.23616856,7.23909972,398.5938449,54.65085604
7.29999998,7.22297489,7.23910541,7.24545481,40.60473363,5.60321076
7.25858265,7.22200085,7.25858265,7.22200087,19.01673011,2.63272388
7.30175498,7.22200381,7.22200433,7.22804537,181.0616921,24.91572162
7.24276142,7.23060567,7.24166659,7.24276142,51.90725366,7.17218874
7.30088349,7.23835628,7.26,7.23835631,111.8045994,15.42435576
7.29999555,7.22361554,7.29000001,7.29998453,493.3029318,67.78178272
7.29857679,7.226,7.226,7.25,8309.530099,1141.887435
7.26823655,7.18343355,7.26537701,7.22,16662.95499,2305.464915
7.28082785,7.22,7.22000001,7.22101888,513.2038444,70.68759369
7.27,7.22813766,7.27,7.22815735,9.08916635,1.25456515
7.29550112,7.25,7.25,7.25,57.07214414,7.84039396
7.3,7.25,7.2829208,7.26759239,51.75351076,7.10961841
7.29999439,7.25,7.28456039,7.25,1025.588831,140.5171697
7.25000001,7.25,7.25,7.25,258.7283145,35.68666407
7.29957305,7.18343436,7.29957305,7.18343436,1996.194386,276.0278088
7.26650433,7.231,7.231,7.26650433,36.91796862,5.10447339
7.26417422,7,7.26417422,7.25080745,34060.86252,4805.11659
7.26570454,7.1936302,7.22285299,7.25732576,314.4699284,43.64170221
7.27377686,7.22711604,7.25732576,7.22711604,2268.023027,312.3191557
7.27376513,7.21652192,7.27376513,7.21652192,697.9302633,96.24293496
7.26999866,7.19,7.23048568,7.19494803,350.4946892,48.59480807
7.24,7.19495918,7.23960379,7.24,265.3904297,36.72702984
7.24,7.2009,7.2009,7.210945,39.59014514,5.48542905
7.27440133,7.22053384,7.24,7.22053384,572.9350644,79.00006794
7.27843727,7.22055493,7.22055493,7.22059014,76.99060023,10.65963741
7.27843726,7.22053527,7.27843726,7.22053527,150.2057106,20.6764502
7.27843586,7.20090004,7.27843586,7.25633,16.59341632,2.29674518
7.28984799,7.21000001,7.21000001,7.28984799,1461.065003,200.956483
7.26314857,7.14918862,7.26314857,7.14918862,4295.81217,595.4872949
7.22814788,7.14432885,7.20312237,7.21283196,1469.989141,203.6643914
7.25620246,7.19694606,7.22593642,7.24499421,2705.877907,374.2380148
7.21129105,7.1654252,7.18090109,7.17190326,80.84867355,11.27528271
7.25008339,7.17322475,7.20734711,7.17718963,4458.065415,618.6887069
7.255,7.1891016,7.25008338,7.18910226,75.5260511,10.41079222
7.25470141,7.168,7.25470141,7.168,251.037298,34.93439526
7.16800001,7.02561827,7.16800001,7.09625081,4954.004009,697.2368137
7.16,7.06428348,7.10850163,7.13677057,255.2657604,35.86675076
7.31145467,7.08446497,7.08446501,7.31145467,5691.79045,784.6834724
7.32,7.21289622,7.31262903,7.21289622,91.65368317,12.64779805
7.35,7.20327681,7.20957755,7.35,1075.925269,147.6632603
7.38338539,7.31311509,7.352,7.31311509,247.8210945,33.71700655
7.3131151,7.26026569,7.3131151,7.26026569,35.25087013,4.84262639
7.31441313,7.26026569,7.26026609,7.26026569,71.98520027,9.84920379
7.29942134,7.21588353,7.26026569,7.29942133,4209.274241,576.8099883
7.31296444,7.25,7.29942134,7.25,1763.573484,241.7828323
7.31149313,7.25,7.25,7.25000001,12.13095014,1.67153814
7.29934041,7.25000001,7.25000003,7.27113,648.6455324,89.46316082
7.29370193,7.25000001,7.27113,7.29370193,42.67227368,5.87851478
7.29749302,7.25,7.25000001,7.251,538.2518579,74.21363569
7.25100004,7.251,7.251,7.25100004,29.08515321,4.011192
7.27352164,7.25100004,7.25100004,7.27352163,23.55909542,3.24327993
7.30474144,7.252,7.2610436,7.30474144,1101.079842,150.9351203
7.33313758,7.30474144,7.30474144,7.31218864,245.7146855,33.5748918
7.32,7.25,7.30601792,7.25,3445.265586,473.7212664
7.3,7.25,7.28049267,7.26737992,1611.074059,221.4610762
7.29999998,7.26034782,7.26737992,7.26034782,82.87941877,11.3883942
7.3,7.2623513,7.29707316,7.26666412,856.8486853,117.7101833
7.29945886,7.25,7.25000001,7.29918399,2844.02924,391.1320946
7.3074,7.26248579,7.2624858,7.3074,324.6466081,44.58145676
7.32908915,7.27108892,7.3059,7.29832275,1053.252845,143.8536722
7.33,7.30531238,7.33,7.32764514,147.1960134,20.0995692
7.33,7.29832274,7.32764514,7.32999999,95.85809992,13.08847377
7.33,7.27,7.29764776,7.29916712,169.6512804,23.31522697
7.32999995,7.26762597,7.29916712,7.277956,111.4255147,15.263301
7.31,7.25,7.31,7.25,1145.303975,157.7755409
7.28810595,7.23920347,7.24467569,7.25341675,55.63790887,7.65382103
7.2884751,7.25122389,7.25341675,7.27174523,136.3296828,18.79300493
7.23381155,7.22969402,7.23381155,7.22969402,1761.120638,243.5723166
7.22969402,7.22,7.22969401,7.22462037,90.87909353,12.5804529
7.22362037,7.17,7.22362037,7.176,12939.59245,1801.707356
7.26305778,7.17700001,7.17700003,7.2500001,929.7260403,128.6659978
7.24136717,7.2260938,7.22609381,7.2260938,11.09929959,1.53564406
7.21625522,7.20253058,7.21625521,7.20253058,27.2910451,3.78504957
7.28999999,7.17,7.23450312,7.28999999,213.2189973,29.48796014
7.24105345,7.16,7.24105345,7.18906542,3497.814098,485.5709891
7.2400285,7.2,7.20000001,7.23897743,437.4241391,60.59552261
7.2400283,7.20037996,7.23897743,7.2400283,61.9842363,8.57167103
7.2400283,7.2,7.2400283,7.20176111,1087.872823,150.2876202
7.2400283,7.20610477,7.2400283,7.20610478,492.7981218,68.09011467
7.27,7.2,7.2400283,7.27,902.5323852,124.6373136
7.25535871,7.24655831,7.25535871,7.24655831,30.09145018,4.14903921
7.27,7.25813373,7.27,7.26,22.5664181,3.10851955
7.26,7.18106546,7.21920337,7.26,189.4665254,26.14126303
7.26,7.23939047,7.26,7.25606296,89.4953075,12.33648151
7.30950776,7.26,7.26,7.26765344,1926.854391,264.3945722
7.31,7.26765344,7.26765344,7.31,92.34452945,12.64799095
7.30954644,7.30954644,7.30954644,7.30954644,6.09377611,0.83367363
7.30774511,7.27000002,7.30774511,7.30483369,938.9281405,129.1131379
7.30483369,7.30483369,7.30483369,7.30483369,0,0
7.3,7.27021938,7.27921515,7.3,389.9352118,53.49407601
7.30999999,7.29924568,7.29999999,7.30999999,41.02277092,5.61853556
7.33,7.29974614,7.30999999,7.29974614,861.1549523,117.7060282
7.34,7.26765344,7.29974614,7.34,1625.271114,223.0687435
7.31796198,7.30782835,7.31796198,7.30782835,291.3599575,39.81723178
7.32956568,7.26765344,7.32956568,7.27319932,277.3580328,37.88362115
7.27115712,7.21000001,7.27115712,7.22868086,37.2919352,5.15846927
7.26709904,7.23020448,7.23020449,7.2618604,53.25776708,7.33527911
7.26765344,7.2618604,7.26186041,7.2618604,161.5630914,22.24070658
7.26765344,7.2618604,7.2618604,7.2618604,58.85071862,8.0977544
7.27316968,7.20369808,7.26765344,7.223829,510.9402371,70.88390484
7.29188782,7.20980001,7.27482492,7.211146,139.5268451,19.23838312
7.24786947,7.211146,7.221146,7.24751728,340.5642878,47.1521387
7.2698425,7.21867343,7.23008326,7.21867343,147.6549228,20.3873865
7.2710301,7.2098,7.26464152,7.23537792,49.90641639,6.87797991
7.33019005,7.2098,7.23537792,7.28289439,2280.435864,312.2651122
7.28846804,7.23040841,7.28846804,7.25565739,266.9056678,36.8038197
7.25887506,7.20065345,7.23040841,7.2271011,643.0923277,89.11460503
7.3,7.18284963,7.20065345,7.2486424,14374.43578,1975.188814
7.28850923,7.202638,7.22524829,7.24239051,766.7738639,106.2171506
7.24690959,7.18,7.21510024,7.24690959,1069.250547,148.3266426
7.26111106,7.18,7.25357367,7.18,873.0875398,121.0846252
7.19,7.18,7.18,7.19,31.96517312,4.44891548
7.23380471,7.19519901,7.20799999,7.19519901,238.1060827,32.99063865
7.26901579,7.19,7.192,7.20382845,1155.772503,160.3525371
7.23332184,7.2033568,7.20608985,7.2033568,1031.290465,142.6901409
7.26728418,7.20257968,7.2033568,7.20257968,5651.974271,778.6962529
7.26596238,7.20257968,7.20257969,7.20925686,2022.860228,279.0520039
7.25999999,7.195,7.208739,7.22613609,9329.338328,1287.829068
7.28,7.207,7.207,7.27383431,216.8616593,29.88640951
7.27765707,7.24038208,7.24196298,7.27383432,77.9146474,10.73316857
7.29169596,7.195,7.28,7.195,9249.287859,1282.980673
7.22819854,7.11,7.22819854,7.12143155,10378.04512,1447.382992
7.19773662,7.0777,7.15908059,7.0777,23450.71362,3298.637326
7.1565748,7.07382845,7.07382845,7.13506672,2983.427335,420.09385
7.09207691,7.07382845,7.08080366,7.09207691,333.6765105,47.11597213
7.2479999,7.10036081,7.10239656,7.10992096,7540.667113,1049.964166
7.180462,7.1099212,7.1099212,7.13120479,154.338129,21.61023696
7.18217835,7.1,7.1271563,7.17303438,1655.448934,232.9556666
7.19536694,7.13973961,7.13973961,7.19536694,253.7184452,35.41499727
7.20755257,7.14352798,7.14352798,7.15112382,160.3869806,22.40186961
7.20454366,7.1606402,7.16349102,7.18229247,1735.436798,240.9234992
7.19301005,7.15717835,7.181,7.1910286,557.9594343,77.80277699
7.24999999,7.16391626,7.1910286,7.16391626,997.1401826,138.0112092
7.19334889,7.11385833,7.16391626,7.11385833,1773.765429,248.2929077
7.1449932,7.1,7.11385833,7.1,1326.528656,186.3275722
7.12431111,7.07264659,7.09294061,7.12431111,221.8543104,31.30900899
7.10984812,7.0338038,7.10984812,7.08,2319.591552,328.9862214
7.1633733,7.07518567,7.09188066,7.07638869,549.7595775,77.15788669
7.16391627,7.07654308,7.07684217,7.12817938,248.9785485,34.96523217
7.16302496,7.1143195,7.16302496,7.1143195,173.7502444,24.34830883
7.23700578,7.10843975,7.124122,7.23283412,1074.461347,149.4584943
7.249,7.17228548,7.249,7.17228548,163.4917608,22.6837789
7.2,7.17228547,7.17958279,7.17228547,480.6270584,66.78463851
7.2,7.17228547,7.2,7.2,132.6674997,18.43880858
7.20178509,7.13,7.2,7.17103086,7098.263108,992.812687
7.249,7.16207334,7.16903521,7.17033735,2213.653888,307.8667246
7.22560571,7.17033737,7.17033737,7.20999998,504.0230112,70.27831837
